Brand_Name_s__s,Product_Group_Code_Description_s,Basic_Model_Number_m,Individual_Model_Number_Covered_by_Basic_Model_m,Capacity__Cubic_Feet__d,Integrated_Modified_Energy_Factor__cubic_feet_per_kilowatt_hour_per_cycle__d,Integrated_Water_Factor__gallons_per_cycle_per_cubic_foot__d,Corrected_Remaining_Moisture_Content_____d,Is_the_Certification_for_this_Basic_Model_Based_on_a_Waiver_of_DOE_s_Test_Procedure_Requirements__s,Is_the_Certification_based_upon_any_Exception_Relief_from_an_Applicable_Standard_by_DOE_s_Office_of_Hearing_and_Appeals__s,Link_to_FTC_EnergyGuide_Label_s,individual_model_number_modified
SAMSUNG,"Front-loading, standard (1.6 ft3 or greater capacity)",WF50R85**A*,WF50R85**A*,5.0,2.92,2.9,29.9,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wf50r8500aw-us-energylabel.pdf,WF50R85..A.
SAMSUNG,"Top-loading, standard (1.6 ft3 or greater capacity)",WA54R76**A*,WA54R76**A*,5.4,2.06,4.3,37.1,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wa54r7600aw-us-energylabel.pdf,WA54R76..A.
SAMSUNG,"Top-loading, standard (1.6 ft3 or greater capacity)",WA54R72**A*,WA54R72**A*,5.4,2.06,4.3,36.3,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wa54r7200aw-us-energylabel.pdf,WA54R72..A.
Samsung,"Top-loading, standard (1.6 ft3 or greater capacity)",WA50R52**A*,WA50R52**A*,5.0,2.06,4.3,36.5,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wa50r5200aw-us-energylabel.pdf,WA50R52..A.
Samsung,"Front-loading, standard (1.6 ft3 or greater capacity)",WF45R61**A*,WF45R61**A*,4.5,2.92,2.9,30.7,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wf45r6100aw-us-energylabel.pdf,WF45R61..A.
Samsung,"Front-loading, standard (1.6 ft3 or greater capacity)",WF45R63**A*,WF45R63**A*,4.5,2.92,2.9,30.7,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wf45r6300aw-us-energylabel.pdf,WF45R63..A.
Samsung,"Front-loading, standard (1.6 ft3 or greater capacity)",WF45T60**A*,WF45T60**A*,4.5,2.95,2.9,28.9,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wf45t6000aw-us-energylabel.pdf,WF45T60..A.
Crosley,"Front-loading, standard (1.6 ft3 or greater capacity)",L45F_4_M,YFW450S*M***,4.5,2.76,3.2,27.1,No,No,https://products-salsify.geappliances.com/image/upload/s--3Sw7cUHV--/umz0ixhtnyhdfandi3tu.pdf,YFW450S.M...
GE,"Front-loading, standard (1.6 ft3 or greater capacity)",H50F_4_V,GFW655S*V***,5.0,2.76,3.0,29.4,No,No,By annual report date,GFW655S.V...
Samsung,"Top-loading, standard (1.6 ft3 or greater capacity)",WA55CG71**A*,WA55CG71**A*,5.5,2.3,3.8,36.9,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-WA55CG7100AD-us-energylabel.pdf,WA55CG71..A.
Samsung,"Top-loading, standard (1.6 ft3 or greater capacity)",WA54CG755*A*,WA54CG755*A*,5.4,2.3,3.8,36.9,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-WA54CG7550AV-us-energylabel.pdf,WA54CG755.A.
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WM5500H*A,WM5700H*A,4.5,2.92,3.0,27.8,No,No,http://www.lg.com/global/support/ftclabel,WM5700H.A
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vA755(3B),WFW560CH**,4.3,2.76,3.2,27.8,No,No,http://www.whirlpool.com/manuals,WFW560CH..
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H22gA853(3B),WFW5605M**,4.5,2.76,3.2,28.7,No,No,http://www.whirlpool.com/manuals,WFW5605M..
Criterion,"Front-loading, standard (1.6 ft3 or greater capacity)",MFH180-G1304DS/F01E-US,CFW45N1AW,4.5,2.76,3.2,24.9,No,No,By annual report date,CFW45N1AW
ELEMENT,"Front-loading, standard (1.6 ft3 or greater capacity)",MFC120-U1421BS/C14E-US,EFL2724BW,2.7,2.76,3.2,23.9,No,No,By annual report date,EFL2724BW
GE Profile,"Front-loading, standard (1.6 ft3 or greater capacity)",H48F_4_V,PFQ97HS*V***,4.8,2.76,3.0,27.3,No,No,By annual report date,PFQ97HS.V...
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H22gAA52(3B),WFW6605M**,5.0,2.76,3.2,28.4,No,No,http://www.whirlpool.com/manuals,WFW6605M..
KOOLMORE,"Front-loading, standard (1.6 ft3 or greater capacity)",MFC120-U1421BS/C14E-US,FLW-3CWH,2.7,2.76,3.2,23.9,No,No,By annual report date,FLW-3CWH
Black Decker,"Front-loading, standard (1.6 ft3 or greater capacity)",MFC120-U1421BS/C14E-US,BFLW27MW,2.7,2.76,3.2,23.9,No,No,By annual report date,BFLW27MW
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WKEX300H*A,SWWG50*3,5.0,2.92,2.9,28.0,No,No,http://www.lg.com/global/support/ftclabel,SWWG50.3
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WKEX300H*A,WKEX300H*A,5.0,2.92,2.9,28.0,No,No,http://www.lg.com/global/support/ftclabel,WKEX300H.A
Midea,"Front-loading, standard (1.6 ft3 or greater capacity)",MFH180-G1304DS/F01E-US,MLH45N1AWW,4.5,2.76,3.2,28.0,No,No,https://us.midea.com/category/Laundry/Washers,MLH45N1AWW
Speed Queen,"Top-loading, standard (1.6 ft3 or greater capacity)",R21,LWN6ZR**116T***,3.2,2.06,4.3,39.0,No,No,https://speedqueen.com/wp-content/uploads/2021/09/205219R1-art.pdf,LWN6ZR..116T...
Haier,"Front-loading, standard (1.6 ft3 or greater capacity)",H24F_4_N,QFW150S*N***,2.4,2.07,4.2,29.3,No,No,https://www.haieramerica.com/find-products//,QFW150S.N...
GE Profile,"Top-loading, standard (1.6 ft3 or greater capacity)",G54I_2_T,PTW900B*T***,5.4,2.06,4.3,37.9,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm,PTW900B.T...
GE Profile,"Top-loading, standard (1.6 ft3 or greater capacity)",G54I_2_T,PTW700B*T***,5.4,2.06,4.3,37.9,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm,PTW700B.T...
GE Profile,"Top-loading, standard (1.6 ft3 or greater capacity)",G49A_2_R,PTW605B*R***,4.9,2.06,4.3,37.8,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm,PTW605B.R...
GE Profile,"Top-loading, standard (1.6 ft3 or greater capacity)",G50I_2_R,PTW600B*R***,5.0,2.06,4.3,37.5,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm,PTW600B.R...
GE,"Top-loading, standard (1.6 ft3 or greater capacity)",G50A_2_N,GTW845C*N***,5.0,2.06,4.3,36.0,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm,GTW845C.N...
GE,"Top-loading, standard (1.6 ft3 or greater capacity)",G45A_2_L,GTW685B*L***,4.5,2.06,4.3,36.2,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm,GTW685B.L...
GE,"Top-loading, standard (1.6 ft3 or greater capacity)",G46I_2_P,GTW540A*P***,4.6,2.06,4.3,36.2,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm,GTW540A.P...
GE,"Top-loading, standard (1.6 ft3 or greater capacity)",G44I_2_J,GTW490ACJ6WW,4.4,2.07,4.1,37.7,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm,GTW490ACJ6WW
GE,"Top-loading, standard (1.6 ft3 or greater capacity)",G44I_2_J,GTW490ACJ5WS,4.4,2.07,4.1,37.7,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm,GTW490ACJ5WS
GE,"Front-loading, standard (1.6 ft3 or greater capacity)",H50F_4_N,GFW850S*N***,5.0,2.76,3.0,27.8,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm,GFW850S.N...
GE,"Front-loading, standard (1.6 ft3 or greater capacity)",H48F_4_NA,GFW650S*N***,4.8,2.76,3.0,27.1,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm,GFW650S.N...
Bosch,"Front-loading, standard (1.6 ft3 or greater capacity)",WAT28400UC,WAT28400UC,2.2,2.2,3.7,31.0,No,No,http://media3.bosch-home.com/Documents/16150785_8001203800_Washer_Energy_label.pdf,WAT28400UC
Bosch,"Front-loading, standard (1.6 ft3 or greater capacity)",WAW285H1UC,WAW285H1UC,2.2,2.2,3.7,31.0,No,No,http://media3.bosch-home.com/Documents/16150785_8001203800_Washer_Energy_label.pdf,WAW285H1UC
Gaggenau,"Front-loading, standard (1.6 ft3 or greater capacity)",WAW285H2UC,WM262700,2.2,2.2,3.7,31.0,No,No,http://media3.bosch-home.com/Documents/16150785_8001203800_Washer_Energy_label.pdf,WM262700
Blomberg,"Front-loading, standard (1.6 ft3 or greater capacity)",WM72200W,WM72200W,1.9,2.07,3.7,31.2,No,No,https://www.blombergappliances.com/media/documents/energy_label/compact_laundry/WM72200W_ENERGY_LABEL_1_US.pdf,WM72200W
Blomberg,"Front-loading, standard (1.6 ft3 or greater capacity)",WFTV10733XC,WM98220SX*,2.3,2.1,3.8,32.0,No,No,By annual report date,WM98220SX.
SAMSUNG,"Front-loading, standard (1.6 ft3 or greater capacity)",WW22K680*A*,WW22K680*A*,2.2,2.25,4.0,29.3,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-ww22k6800aw-a2-energylabel-v4.pdf,WW22K680.A.
SAMSUNG,"Front-loading, standard (1.6 ft3 or greater capacity)",WF45K65**A*,WF45K65**A*,4.5,2.8,3.0,30.4,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wf45k6500aw-a2-energylabel-v2.pdf,WF45K65..A.
SAMSUNG,"Top-loading, standard (1.6 ft3 or greater capacity)",WA54M87**A*,WA54M87**A*,5.4,2.06,4.3,40.0,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wa54m8750av-a4-energylabel-v4.pdf,WA54M87..A.
SAMSUNG,"Top-loading, standard (1.6 ft3 or greater capacity)",WA50R54**A*,WA50R54**A*,5.0,2.06,5.0,36.5,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wa50r5400aw-us-energylabel.pdf,WA50R54..A.
SAMSUNG,"Top-loading, standard (1.6 ft3 or greater capacity)",WA50R52**A*,WA50R52**A*,5.0,2.06,5.0,36.5,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wa50r5200aw-us-energylabel.pdf,WA50R52..A.
SAMSUNG,"Front-loading, standard (1.6 ft3 or greater capacity)",WF45R63**A*,WF45R63**A*,4.5,2.92,4.5,30.7,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wf45r6300av-us-energylabel.pdf,WF45R63..A.
SAMSUNG,"Front-loading, standard (1.6 ft3 or greater capacity)",WF45R61**A*,WF45R61**A*,4.5,2.92,4.5,30.7,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wf45r6100aw-us-energylabel.pdf,WF45R61..A.
Samsung,"Top-loading, standard (1.6 ft3 or greater capacity)",WA50R54**A*,WA50R54**A*,5.0,2.06,4.3,36.5,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wa50r5400aw-us-energylabel.pdf,WA50R54..A.
Samsung,"Top-loading, standard (1.6 ft3 or greater capacity)",WA52T76**A*,WA52T76**A*,5.2,2.06,4.3,36.3,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wa52t7650av-us-energylabel.pdf,WA52T76..A.
Samsung,"Top-loading, standard (1.6 ft3 or greater capacity)",WA50T74**A*,WA50T74**A*,5.0,2.06,4.3,37.6,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wa50t7455av-us-energylabel.pdf,WA50T74..A.
Samsung,"Front-loading, standard (1.6 ft3 or greater capacity)",WF45T62**A*,WF45T62**A*,4.5,2.92,2.9,30.7,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wf45t6200aw-us-energylabel.pdf,WF45T62..A.
Samsung,"Front-loading, standard (1.6 ft3 or greater capacity)",WF50T85**A*,WF50T85**A*,5.0,2.92,2.9,29.7,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wf50t8500av-us-energylabel.pdf,WF50T85..A.
Samsung,"Top-loading, standard (1.6 ft3 or greater capacity)",WA50T53**A*,WA50T53**A*,5.0,2.06,4.3,36.5,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wa50t5300ac-us-energylabel.pdf,WA50T53..A.
Samsung,"Top-loading, standard (1.6 ft3 or greater capacity)",WA50A54**A*,WA50A54**A*,5.0,2.06,4.3,36.5,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wa50a5400av-us-energylabel.pdf,WA50A54..A.
Samsung,"Front-loading, standard (1.6 ft3 or greater capacity)",WF50A85**A*,WF50A85**A*,5.0,2.92,2.9,29.7,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wf50a8500aw-us-energylabel.pdf,WF50A85..A.
Samsung,"Top-loading, standard (1.6 ft3 or greater capacity)",WA55A77**A*,WA55A77**A*,5.5,2.06,4.3,36.9,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wa55a7700av-us-energylabel.pdf,WA55A77..A.
Samsung,"Top-loading, standard (1.6 ft3 or greater capacity)",WA52B76**A*,WA52B76**A*,5.2,2.06,4.3,36.3,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wa52b7650av-us-energylabel.pdf,WA52B76..A.
Samsung,"Top-loading, standard (1.6 ft3 or greater capacity)",WA49B5205A*,WA49B5205A*,4.9,2.06,4.3,38.8,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wa49b5205aw-us-energylabel.pdf,WA49B5205A.
Samsung,"Front-loading, standard (1.6 ft3 or greater capacity)",WF45B63**A*,WF45B63**A*,4.5,3.1,2.9,26.7,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wf45b6300av-us-energylabel.pdf,WF45B63..A.
Samsung,"Front-loading, standard (1.6 ft3 or greater capacity)",WW25B68**A*,WW25B68**A*,2.5,2.25,3.7,31.4,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-ww25b6800aw-us-energylabel.pdf,WW25B68..A.
Samsung,"Front-loading, standard (1.6 ft3 or greater capacity)",WF53BB89**A*,WF53BB89**A*,5.3,3.1,2.9,30.2,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wf53bb8900as-us-energylabel.pdf,WF53BB89..A.
Samsung,"Front-loading, standard (1.6 ft3 or greater capacity)",WF53BB87**A*,WF53BB87**A*,5.3,3.1,2.9,30.2,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wf53bb8700as-us-energylabel.pdf,WF53BB87..A.
Samsung,"Front-loading, standard (1.6 ft3 or greater capacity)",WF50BG83**A*,WF50BG83**A*,5.0,3.1,2.9,29.7,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wf50bg8300av-us-energylabel.pdf,WF50BG83..A.
Samsung,"Front-loading, standard (1.6 ft3 or greater capacity)",WF46BB67**A*,WF46BB67**A*,4.6,3.1,2.9,29.2,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wf46bb6700ad-us-energylabel.pdf,WF46BB67..A.
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zBG58(3B),MVW7232H**,5.3,2.06,4.3,33.9,No,No,http://www.whirlpool.com/manuals,MVW7232H..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V21zAe54(3B),WTW8127L**,5.2,2.06,4.3,34.1,No,No,http://www.whirlpool.com/manuals,WTW8127L..
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vA865(3B),WFW5620H**,4.5,2.76,3.2,27.4,No,No,http://www.whirlpool.com/manuals,WFW5620H..
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H15NAX46(3B),WFW7590F**,4.2,2.92,3.2,29.1,No,No,http://www.whirlpool.com/manuals,WFW7590F..
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zBG60(3B),MVW7232H**,5.3,2.06,4.3,33.9,No,No,http://www.whirlpool.com/manuals,MVW7232H..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V21zAe55(3B),WTW8127L**,5.2,2.06,4.3,34.1,No,No,http://www.whirlpool.com/manuals,WTW8127L..
Maytag,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vB853(3B),MHW5630H**,4.5,2.76,3.2,27.5,No,No,http://www.whirlpool.com/manuals,MHW5630H..
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zBE59(3B),MVW7230H**,5.2,2.06,4.3,33.9,No,No,http://www.whirlpool.com/manuals,MVW7230H..
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H22gAA50(3B),WFW6605M**,5.0,2.76,3.2,28.4,No,No,http://www.whirlpool.com/manuals,WFW6605M..
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H15NAX44(3B),WFW7590F**,4.2,2.92,3.2,29.1,No,No,http://www.whirlpool.com/manuals,WFW7590F..
Maytag,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vBA50(3B),MHW8630H**,5.0,2.76,3.2,27.0,No,No,http://www.whirlpool.com/manuals,MHW8630H..
Maytag,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vBA53(3B),MHW8630H**,5.0,2.76,3.2,27.0,No,No,http://www.whirlpool.com/manuals,MHW8630H..
Inglis,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vM740(3B),IFW5900H**,4.3,2.76,3.2,28.0,No,No,http://www.whirlpool.com/manuals,IFW5900H..
Maytag,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vB940(3B),MHW6630M**,4.8,2.76,3.2,27.1,No,No,http://www.whirlpool.com/manuals,MHW6630M..
Maytag,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vB840(3B),MHW5630M**,4.5,2.76,3.2,27.5,No,No,http://www.whirlpool.com/manuals,MHW5630M..
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H15NAZ49(3B),WFW7540F**,4.5,2.92,3.2,29.3,No,No,http://www.whirlpool.com/manuals,WFW7540F..
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H15NAZ48(3B),WFW7540F**,4.5,2.92,3.2,29.3,No,No,http://www.whirlpool.com/manuals,WFW7540F..
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H15NAZ47(3B),WFW7540F**,4.5,2.92,3.2,29.3,No,No,http://www.whirlpool.com/manuals,WFW7540F..
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V14CBK513(3B),MVWB835D*+,5.3,2.06,4.3,36.5,No,No,http://www.whirlpool.com/manuals,MVWB835D.+
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V14CBK512(3B),MVWB835D*+,5.3,2.06,4.3,36.5,No,No,http://www.whirlpool.com/manuals,MVWB835D.+
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V14CBK511(3B),MVWB835D*+,5.3,2.06,4.3,36.5,No,No,http://www.whirlpool.com/manuals,MVWB835D.+
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V14CBK510(3B),MVWB835D*+,5.3,2.06,4.3,36.5,No,No,http://www.whirlpool.com/manuals,MVWB835D.+
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V14CBK59(3B),MVWB835D*+,5.3,2.06,4.3,36.5,No,No,http://www.whirlpool.com/manuals,MVWB835D.+
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H19bAm60(3B),WFW5090J**,2.3,2.07,4.2,28.6,No,No,http://www.whirlpool.com/manuals,WFW5090J..
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vA741(3B),WFW560CH**,4.3,2.92,3.2,27.8,No,No,http://www.whirlpool.com/manuals,WFW560CH..
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vA742(3B),WFW560CH**,4.3,2.92,3.2,27.8,No,No,http://www.whirlpool.com/manuals,WFW560CH..
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vA850(3B),WFW5620H**,4.5,2.76,3.2,27.4,No,No,http://www.whirlpool.com/manuals,WFW5620H..
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vA852(3B),WFW6620H**,4.5,2.76,3.2,27.4,No,No,http://www.whirlpool.com/manuals,WFW6620H..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V14CAM513(3B),WTW7000D*+,4.8,2.06,4.3,36.1,No,No,http://www.whirlpool.com/manuals,WTW7000D.+
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V14CAM513(3B),WTW7300D*+,4.8,2.06,4.3,36.1,No,No,http://www.whirlpool.com/manuals,WTW7300D.+
Kenmore,"Top-loading, standard (1.6 ft3 or greater capacity)",V14CCM512(3B),2713*41+,4.8,2.06,4.3,36.0,No,No,http://www.kenmore.com/energyguide,2713.41+
Kenmore,"Top-loading, standard (1.6 ft3 or greater capacity)",V14CCM512(3B),2613*41+,4.8,2.06,4.3,36.0,No,No,http://www.kenmore.com/energyguide,2613.41+
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17tAM51(3B),WTW7500G**,4.8,2.06,4.3,32.6,No,No,http://www.whirlpool.com/manuals,WTW7500G..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17tAM52(3B),WTW7500G**,4.8,2.06,4.3,32.6,No,No,http://www.whirlpool.com/manuals,WTW7500G..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17tAM53(3B),WTW7500G**,4.8,2.06,4.3,32.6,No,No,http://www.whirlpool.com/manuals,WTW7500G..
