Brand_Name_s__s,Product_Group_Code_Description_s,Basic_Model_Number_m,Individual_Model_Number_Covered_by_Basic_Model_m,Capacity__Cubic_Feet__d,Integrated_Modified_Energy_Factor__cubic_feet_per_kilowatt_hour_per_cycle__d,Integrated_Water_Factor__gallons_per_cycle_per_cubic_foot__d,Corrected_Remaining_Moisture_Content_____d,Is_the_Certification_for_this_Basic_Model_Based_on_a_Waiver_of_DOE_s_Test_Procedure_Requirements__s,Is_the_Certification_based_upon_any_Exception_Relief_from_an_Applicable_Standard_by_DOE_s_Office_of_Hearing_and_Appeals__s,Link_to_FTC_EnergyGuide_Label_s,individual_model_number_modified
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17tAM54(3B),WTW7500G**,4.8,2.06,4.3,32.6,No,No,http://www.whirlpool.com/manuals,WTW7500G..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17tAM57(3B),WTW7500G**,4.8,2.06,4.3,32.6,No,No,http://www.whirlpool.com/manuals,WTW7500G..
Kenmore,"Top-loading, standard (1.6 ft3 or greater capacity)",V14CCM510(3B),2613*41+,4.8,2.06,4.3,36.0,No,No,http://www.kenmore.com/energyguide,2613.41+
Kenmore,"Top-loading, standard (1.6 ft3 or greater capacity)",V14CCM59(3B),2713*41+,4.8,2.06,4.3,36.0,No,No,http://www.kenmore.com/energyguide,2713.41+
Kenmore,"Top-loading, standard (1.6 ft3 or greater capacity)",V14CCK54(3B),2913*41+,5.3,2.06,4.3,36.3,No,No,http://www.kenmore.com/energyguide,2913.41+
Kenmore,"Top-loading, standard (1.6 ft3 or greater capacity)",V14CCK54(3B),2813*41+,5.3,2.06,4.3,36.3,No,No,http://www.kenmore.com/energyguide,2813.41+
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V15UAK50(3B),WTW8700E**,5.3,2.06,4.3,36.4,No,No,http://www.whirlpool.com/manuals,WTW8700E..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V14CAK515(3B),WTW8040D*+,5.3,2.06,4.3,35.8,No,No,http://www.whirlpool.com/manuals,WTW8040D.+
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17tAM59(3B),WTW7500G**,4.8,2.06,4.3,32.6,No,No,http://www.whirlpool.com/manuals,WTW7500G..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V14CAK516(3B),WTW8040D*+,5.3,2.06,4.3,35.8,No,No,http://www.whirlpool.com/manuals,WTW8040D.+
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V14CAK513(3B),WTW8040D*+,5.3,2.06,4.3,35.8,No,No,http://www.whirlpool.com/manuals,WTW8040D.+
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V14CAK513(3B),WTW8000D*+,5.3,2.06,4.3,35.8,No,No,http://www.whirlpool.com/manuals,WTW8000D.+
Maytag,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vB944(3B),MHW6630H**,4.8,2.76,3.2,27.1,No,No,http://www.whirlpool.com/manuals,MHW6630H..
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H19bAm61(3B),WFW5090J**,2.0,2.07,4.2,28.6,No,No,http://www.whirlpool.com/manuals,WFW5090J..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17tAM510(3B),WTW7500G**,4.8,2.06,4.3,32.6,No,No,http://www.whirlpool.com/manuals,WTW7500G..
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V14CBK516(3B),MVWB855D*+,5.3,2.06,4.3,36.5,No,No,http://www.whirlpool.com/manuals,MVWB855D.+
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V14CAK517(3B),WTW8040D*+,5.3,2.06,4.3,35.8,No,No,http://www.whirlpool.com/manuals,WTW8040D.+
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V14CAM512(3B),WTW7040D*+,4.8,2.06,4.3,36.1,No,No,http://www.whirlpool.com/manuals,WTW7040D.+
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V14CAM512(3B),WTW7300D*+,4.8,2.06,4.3,36.1,No,No,http://www.whirlpool.com/manuals,WTW7300D.+
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V14CAK510(3B),WTW8040D*+,5.3,2.06,4.3,35.8,No,No,http://www.whirlpool.com/manuals,WTW8040D.+
Maytag,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vB845(3B),MHW5630H**,4.5,2.76,3.2,27.5,No,No,http://www.whirlpool.com/manuals,MHW5630H..
Amana,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vD742(3B),NFW5800H**,4.3,2.76,3.2,27.5,No,No,http://www.whirlpool.com/manuals,NFW5800H..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V14CAK510(3B),WTW8000D*+,5.3,2.06,4.3,35.8,No,No,http://www.whirlpool.com/manuals,WTW8000D.+
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V14CAK511(3B),WTW8040D*+,5.3,2.06,4.3,35.8,No,No,http://www.whirlpool.com/manuals,WTW8040D.+
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17tAM511(3B),WTW7500G**,4.8,2.06,4.3,32.6,No,No,http://www.whirlpool.com/manuals,WTW7500G..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V14CAK512(3B),WTW8000D*+,5.3,2.06,4.3,35.8,No,No,http://www.whirlpool.com/manuals,WTW8000D.+
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vA856(3B),WFW5620H**,4.5,2.76,3.2,27.4,No,No,http://www.whirlpool.com/manuals,WFW5620H..
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vA746(3B),WFW560CH**,4.3,2.76,3.2,27.8,No,No,http://www.whirlpool.com/manuals,WFW560CH..
Maytag,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vB945(3B),MHW6630H**,4.8,2.76,3.2,27.1,No,No,http://www.whirlpool.com/manuals,MHW6630H..
Amana,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vD740(3B),NFW5800H**,4.3,2.92,3.2,27.5,No,No,http://www.whirlpool.com/manuals,NFW5800H..
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vA857(3B),WFW6620H**,4.5,2.76,3.2,27.4,No,No,http://www.whirlpool.com/manuals,WFW6620H..
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17EBB51(3B),MVWB965H**,6.0,2.06,4.3,30.8,No,No,http://www.whirlpool.com/manuals,MVWB965H..
Maytag,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vB847(3B),MHW5630H**,4.5,2.76,3.2,27.5,No,No,http://www.whirlpool.com/manuals,MHW5630H..
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17EBB50(3B),MVWB965H**,6.0,2.06,4.3,30.8,No,No,http://www.whirlpool.com/manuals,MVWB965H..
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V198BE50(3B),MVW8230H**,5.2,2.06,4.3,33.9,No,No,http://www.whirlpool.com/manuals,MVW8230H..
Maytag,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vB941(3B),MHW6630H**,4.8,2.92,3.2,27.1,No,No,http://www.whirlpool.com/manuals,MHW6630H..
Maytag,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vB940(3B),MHW6630H**,4.8,2.92,3.2,27.1,No,No,http://www.whirlpool.com/manuals,MHW6630H..
Maytag,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vB842(3B),MHW5630H**,4.5,2.92,3.2,27.5,No,No,http://www.whirlpool.com/manuals,MHW5630H..
Maytag,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vB841(3B),MHW5630H**,4.5,2.92,3.2,27.5,No,No,http://www.whirlpool.com/manuals,MHW5630H..
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vA860(3B),WFW5620H**,4.5,2.76,3.2,27.4,No,No,http://www.whirlpool.com/manuals,WFW5620H..
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zBE52(3B),MVW7230H**,5.2,2.06,4.3,33.9,No,No,http://www.whirlpool.com/manuals,MVW7230H..
Maytag,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vB850(3B),MHW5630H**,4.5,2.76,3.2,27.5,No,No,http://www.whirlpool.com/manuals,MHW5630H..
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zBG54(3B),MVW7232H**,5.3,2.06,4.3,33.9,No,No,http://www.whirlpool.com/manuals,MVW7232H..
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vA749(3B),WFW560CH**,4.3,2.76,3.2,27.8,No,No,http://www.whirlpool.com/manuals,WFW560CH..
Maytag,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vB848(3B),MHW5630H**,4.5,2.76,3.2,27.5,No,No,http://www.whirlpool.com/manuals,MHW5630H..
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zBG55(3B),MVW7232H**,5.3,2.06,4.3,33.9,No,No,http://www.whirlpool.com/manuals,MVW7232H..
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vA858(3B),WFW6620H**,4.5,2.76,3.2,27.4,No,No,http://www.whirlpool.com/manuals,WFW6620H..
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vA855(3B),WFW6620H**,4.5,2.76,3.2,27.4,No,No,http://www.whirlpool.com/manuals,WFW6620H..
Kenmore,"Top-loading, standard (1.6 ft3 or greater capacity)",V14CCM513(3B),2713*41+,4.8,2.06,4.3,36.0,No,No,http://www.whirlpool.com/manuals,2713.41+
Kenmore,"Top-loading, standard (1.6 ft3 or greater capacity)",V14CCK57(3B),2913*41+,5.3,2.06,4.3,36.3,No,No,http://www.whirlpool.com/manuals,2913.41+
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vA747(3B),WFW560CH**,4.3,2.76,3.2,27.8,No,No,http://www.whirlpool.com/manuals,WFW560CH..
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zBE55(3B),MVW7230H**,5.2,2.06,4.3,33.9,No,No,http://www.whirlpool.com/manuals,MVW7230H..
Amana,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vD743(3B),NFW5800H**,4.3,2.76,3.2,27.5,No,No,http://www.whirlpool.com/manuals,NFW5800H..
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vA861(3B),WFW6620H**,4.5,2.76,3.2,27.4,No,No,http://www.whirlpool.com/manuals,WFW6620H..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zAG54(3B),WTW7120H**,5.3,2.06,4.3,34.3,No,No,http://www.whirlpool.com/manuals,WTW7120H..
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zBG56(3B),MVW7232H**,5.3,2.06,4.3,33.9,No,No,http://www.whirlpool.com/manuals,MVW7232H..
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zBE53(3B),MVW7230H**,5.2,2.06,4.3,33.9,No,No,http://www.whirlpool.com/manuals,MVW7230H..
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vA859(3B),WFW5620H**,4.5,2.76,3.2,27.4,No,No,http://www.whirlpool.com/manuals,WFW5620H..
Maytag,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vB849(3B),MHW5630H**,4.5,2.76,3.2,27.5,No,No,http://www.whirlpool.com/manuals,MHW5630H..
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vA862(3B),WFW6620H**,4.5,2.76,3.2,27.4,No,No,http://www.whirlpool.com/manuals,WFW6620H..
Amana,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vD744(3B),NFW5800H**,4.3,2.76,3.2,27.5,No,No,http://www.whirlpool.com/manuals,NFW5800H..
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zBG57(3B),MVW7232H**,5.3,2.06,4.3,33.9,No,No,http://www.whirlpool.com/manuals,MVW7232H..
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H16NAZ54(3B),WFW8540F*,4.5,2.92,3.2,29.5,No,No,http://www.whirlpool.com/manuals,WFW8540F.
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vA863(3B),WFW5620H**,4.5,2.76,3.2,27.4,No,No,http://www.whirlpool.com/manuals,WFW5620H..
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vA863(3B),WFW6620H**,4.5,2.76,3.2,27.4,No,No,http://www.whirlpool.com/manuals,WFW6620H..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V21zAe53(3B),WTW8127L**,5.2,2.06,4.3,34.1,No,No,http://www.whirlpool.com/manuals,WTW8127L..
LG,"Top-loading, standard (1.6 ft3 or greater capacity)",WT7050C*,WT7050C*,4.5,2.06,4.3,35.3,No,No,http://www.lg.com/global/support/ftclabel,WT7050C.
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WM3270C*,WM3180C*,4.5,2.92,3.2,29.5,No,No,http://www.lg.com/global/support/ftclabel,WM3180C.
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WM5000H*A,WM5005H*A,4.5,2.92,2.8,30.0,No,No,http://www.lg.com/global/support/ftclabel,WM5005H.A
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WM1388H*,WM1385H*,2.3,2.07,4.2,33.0,No,No,http://www.lg.com/global/support/ftclabel,WM1385H.
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WM3500C*,WM3505C*,4.5,2.92,2.9,28.7,No,No,http://www.lg.com/global/support/ftclabel,WM3505C.
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WM3900H*A,WM3800H*A,4.5,2.92,2.9,28.8,No,No,http://www.lg.com/global/support/ftclabel,WM3800H.A
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WM1455H*A,WM1455H*A,2.4,2.07,4.2,28.4,No,No,http://www.lg.com/global/support/ftclabel,WM1455H.A
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WM4500H*A,WM4200H*A,5.0,3.1,2.9,26.5,No,No,http://www.lg.com/global/support/ftclabel,WM4200H.A
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WM3900H*A,WM4100H*A,4.5,2.92,2.9,28.8,No,No,http://www.lg.com/global/support/ftclabel,WM4100H.A
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WM3700H*A,WM3850H*A,4.5,2.92,2.9,29.0,No,No,http://www.lg.com/global/support/ftclabel,WM3850H.A
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WM3700H*A,WKG101H*A,4.5,2.92,2.9,29.0,No,No,http://www.lg.com/global/support/ftclabel,WKG101H.A
Kenmore,"Front-loading, standard (1.6 ft3 or greater capacity)",WM8500H**,4107#,5.2,2.74,2.9,29.0,No,No,https://www.kenmore.com/energyguides,4107.
Kenmore,"Top-loading, standard (1.6 ft3 or greater capacity)",WT7600H*A,3155#,5.2,2.38,3.7,29.9,No,No,https://www.kenmore.com/energyguides,3155.
Kenmore,"Front-loading, standard (1.6 ft3 or greater capacity)",4100#,4100#,4.5,2.76,3.2,29.4,No,No,https://www.kenmore.com/energyguides,4100.
Kenmore,"Front-loading, standard (1.6 ft3 or greater capacity)",4198#,4198#,5.2,2.76,3.2,27.6,No,No,https://www.kenmore.com/energyguides,4198.
Kenmore,"Top-loading, standard (1.6 ft3 or greater capacity)",3143#,3143#,5.0,2.38,3.7,30.8,No,No,https://www.kenmore.com/energyguides,3143.
Kenmore,"Front-loading, standard (1.6 ft3 or greater capacity)",4178#,4178#,4.5,2.76,3.2,29.7,No,No,https://www.kenmore.com/energyguides,4178.
Kenmore,"Top-loading, standard (1.6 ft3 or greater capacity)",WT7800C*,3171#,5.5,2.76,3.2,31.3,No,No,http://www.lg.com/global/support/ftclabel,3171.
Kenmore,"Top-loading, standard (1.6 ft3 or greater capacity)",WT7100C*,3145#,4.5,2.06,4.3,33.1,No,No,http://www.lg.com/global/support/ftclabel,3145.
LG,"Top-loading, standard (1.6 ft3 or greater capacity)",WT7010C*,WT7010C*,4.5,2.06,4.3,36.9,No,No,http://www.lg.com/global/support/ftclabel,WT7010C.
LG,"Top-loading, standard (1.6 ft3 or greater capacity)",WT7150C*,WT7150C*,5.0,2.06,4.3,38.5,No,No,http://www.lg.com/global/support/ftclabel,WT7150C.
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WM8900H*A,WM8900H*A,5.2,3.1,2.9,27.2,No,No,http://www.lg.com/global/support/ftclabel,WM8900H.A
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WM8900H*A,WM8980H*A,5.2,3.1,2.9,27.2,No,No,http://www.lg.com/global/support/ftclabel,WM8980H.A
LG,"Top-loading, standard (1.6 ft3 or greater capacity)",WT7400C*,WT7400C*,5.5,2.76,3.2,31.4,No,No,http://www.lg.com/global/support/ftclabel,WT7400C.
LG,"Top-loading, standard (1.6 ft3 or greater capacity)",WT7155C*,WT7155C*,4.8,2.06,4.3,38.1,No,No,http://www.lg.com/global/support/ftclabel,WT7155C.
LG,"Top-loading, standard (1.6 ft3 or greater capacity)",WT7405C*,WT7405C*,5.3,2.06,4.3,34.7,No,No,http://www.lg.com/global/support/ftclabel,WT7405C.
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WM3900H*A,WM4080H*A,4.5,2.92,2.9,28.8,No,No,http://www.lg.com/global/support/ftclabel,WM4080H.A
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WKEX200H*A,WKHC202H*A,4.5,2.92,2.9,28.6,No,No,http://www.lg.com/global/support/ftclabel,WKHC202H.A
LG,"Top-loading, standard (1.6 ft3 or greater capacity)",WT7400C*,WT7480C*,5.5,2.76,3.2,31.4,No,No,http://www.lg.com/global/support/ftclabel,WT7480C.
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WM5000H*A,WM5000H*A,4.5,2.92,2.8,30.0,No,No,http://www.lg.com/global/support/ftclabel,WM5000H.A
LG,"Top-loading, standard (1.6 ft3 or greater capacity)",WT7700H*A,WT7700H*A,5.7,2.76,3.2,28.0,No,No,http://www.lg.com/global/support/ftclabel,WT7700H.A
LG,"Top-loading, standard (1.6 ft3 or greater capacity)",WT7700H*A,WT7710H*A,5.7,2.76,3.2,28.0,No,No,http://www.lg.com/global/support/ftclabel,WT7710H.A
LG,"Top-loading, standard (1.6 ft3 or greater capacity)",WT7500C*,WT7500C*,5.2,2.38,3.7,33.0,No,No,http://www.lg.com/global/support/ftclabel,WT7500C.
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WM3670H*A,WM3670H*A,4.5,2.92,3.2,29.8,No,No,http://www.lg.com/global/support/ftclabel,WM3670H.A
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WM8100H*A+,WM8100H*A,5.2,2.92,3.2,25.9,No,No,http://www.lg.com/global/support/ftclabel,WM8100H.A
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WM3270C*,WM3275C*,4.5,2.92,3.2,29.5,No,No,http://www.lg.com/global/support/ftclabel,WM3275C.
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WM3270C*,WM3270C*,4.5,2.92,3.2,29.5,No,No,http://www.lg.com/global/support/ftclabel,WM3270C.
LG,"Top-loading, standard (1.6 ft3 or greater capacity)",WT7200C*,WT7200C*,5.0,2.38,3.7,31.4,No,No,http://www.lg.com/global/support/ftclabel,WT7200C.
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WM3500C*,WM3460C*,4.5,2.92,2.9,28.7,No,No,http://www.lg.com/global/support/ftclabel,WM3460C.
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WM3500C*,WM3500C*,4.5,2.92,2.9,28.7,No,No,http://www.lg.com/global/support/ftclabel,WM3500C.
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WM3700H*A,WM3700H*A,4.5,2.92,2.9,29.0,No,No,http://www.lg.com/global/support/ftclabel,WM3700H.A
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WM3900H*A,WM4000H*A,4.5,2.92,2.9,28.8,No,No,http://www.lg.com/global/support/ftclabel,WM4000H.A
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WM4500H*A,WM4500H*A,5.0,3.1,2.9,26.5,No,No,http://www.lg.com/global/support/ftclabel,WM4500H.A
LG,"Top-loading, standard (1.6 ft3 or greater capacity)",WT7100C*,WT7060C*,4.5,2.06,4.3,33.1,No,No,http://www.lg.com/global/support/ftclabel,WT7060C.
LG,"Top-loading, standard (1.6 ft3 or greater capacity)",WT7305C*,WT7305C*,4.8,2.06,4.3,34.4,No,No,http://www.lg.com/global/support/ftclabel,WT7305C.
LG,"Top-loading, standard (1.6 ft3 or greater capacity)",WT7900H*A,WT7880H*A,5.5,2.76,3.2,30.6,No,No,http://www.lg.com/global/support/ftclabel,WT7880H.A
LG,"Top-loading, standard (1.6 ft3 or greater capacity)",WT7900H*A,WT7900H*A,5.5,2.76,3.2,30.6,No,No,http://www.lg.com/global/support/ftclabel,WT7900H.A
Kenmore,"Front-loading, standard (1.6 ft3 or greater capacity)",WM3900H*A,4156#,4.5,2.92,2.9,28.8,No,No,http://www.lg.com/global/support/ftclabel,4156.
Kenmore,"Front-loading, standard (1.6 ft3 or greater capacity)",4136#,4136#,4.5,2.92,2.9,29.5,No,No,http://www.lg.com/global/support/ftclabel,4136.
Kenmore,"Front-loading, standard (1.6 ft3 or greater capacity)",4146#,4146#,4.5,2.92,2.9,29.0,No,No,http://www.lg.com/global/support/ftclabel,4146.
Electrolux,"Front-loading, standard (1.6 ft3 or greater capacity)",EFLW417****,EFLW427****,4.3,2.92,3.2,31.3,No,No,https://energyguide.electrolux-na.com/,EFLW427....
Electrolux,"Front-loading, standard (1.6 ft3 or greater capacity)",EFLS527****,EFLS527****,4.3,2.92,3.2,29.4,No,No,https://energyguide.electrolux-na.com/,EFLS527....
Electrolux,"Front-loading, standard (1.6 ft3 or greater capacity)",EFLS617****,EFLS627****,4.4,2.92,3.2,29.4,No,No,https://energyguide.electrolux-na.com/,EFLS627....
Electrolux,"Front-loading, standard (1.6 ft3 or greater capacity)",ELFW7637***,ELFW7637***,4.5,2.92,3.2,28.3,No,No,https://energyguide.electrolux-na.com/,ELFW7637...
Electrolux,"Front-loading, standard (1.6 ft3 or greater capacity)",ELFW7337***,ELFW7337***,4.4,2.76,3.2,31.3,No,No,https://energyguide.electrolux-na.com/,ELFW7337...
Frigidaire,"Front-loading, standard (1.6 ft3 or greater capacity)",EFLW317****,FWFX21D4EW,4.3,2.76,3.2,29.8,No,No,https://energyguide.electrolux-na.com/,FWFX21D4EW
Beko,"Front-loading, standard (1.6 ft3 or greater capacity)",WFTV10733XC,WFTV10733XC*,2.3,2.1,3.8,32.0,No,No,By annual report date,WFTV10733XC.
Blomberg,"Front-loading, standard (1.6 ft3 or greater capacity)",WFTV10733XC,WM98220SX*,2.3,2.1,3.8,32.0,No,No,By annual report date,WM98220SX.
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H22AA851(3B),WFW6605M**,5.0,2.76,3.2,28.4,No,No,http://www.whirlpool.com/manuals,WFW6605M..
