ENERGY STAR Unique ID,Brand Name,Model Number,Additional Model Information,UPC,Type,Width (inches),Depth (inches),Capacity - Maximum Number of Place Settings,Soil-Sensing Capability,Tub Material,Drying Method,Additional Product Features,Annual Energy Use (kWh/yr),US Federal Standard (kWh/yr),% Better than US Federal Standard (kWh/yr),Water Use (gallons/cycle),US Federal Standard (gallons/cycle),% Better than US Federal Standard (gallons/cycle),Connected Capable,Connects Using,Communication Hardware Architecture,DR Protocol,Direct on-premises Open-standard Based Interconnection,Date Available On Market, Date Certified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2023 Criteria,model_number_modified
2303095,Bosch,SHPM78W54N,",SHPM78W54N,Model has a different color paint.",825225947004,Standard,,,,,,,,269,307.0,12.0,2.9,5.0,42.0,No,,,,,11/09/2016,10/26/2016,"United States, Canada",ES_31649_SHPM78W54N_08302017154816_7059442,No,SHPM78W54N
2341466,Bosch,SHSM4AZ55N,",SHSM4AZ55N,1st*-Year mfg, 2nd*-Version, 3rd*-Color",825225961208,Standard,,,,,,,,269,307.0,12.0,3.2,5.0,36.0,No,,,,,08/09/2019,08/11/2016,"United States, Canada",ES_31649_SHSM4AZ55N_07152019165003_3689386,No,SHSM4AZ55N
2399308,Bosch,SHV78B73UC,,825225968290,Standard,,,,,,,,269,307.0,12.0,3.5,5.0,30.0,Yes,,,,,05/27/2022,12/10/2020,"United States, Canada",ES_31649_SHV78B73UC_06232022103648_4374353,No,SHV78B73UC
2248710,Bosch,SHX3AR5*UC,,825225898702;825225898719;825225898924,Standard,,,,,,,,269,307.0,12.0,3.2,5.0,36.0,No,,,,,04/15/2011,12/31/2014,"United States, Canada",ES_31649_SHX3AR5*UC_12302014160021_15794,No,SHX3AR5.UC
2399309,Bosch,SHX78B75UC,,825225968573,Standard,,,,,,,,269,307.0,12.0,3.5,5.0,30.0,Yes,,,,,05/27/2022,12/10/2020,"United States, Canada",ES_31649_SHX78B75UC_06232022103649_2384455,No,SHX78B75UC
2378494,Almison,ASDW12F**A5A,,,Standard,,,,,,,,270,307.0,12.0,3.5,5.0,30.0,No,,,,,04/20/2021,05/27/2021,"United States, Canada",ES_1108549_ASDW12F**A5A_052720210252802_6552874,No,ASDW12F..A5A
2378495,Almison,ASDW12T**A5A,,,Standard,,,,,,,,270,307.0,12.0,3.5,5.0,30.0,No,,,,,04/20/2021,05/27/2021,"United States, Canada",ES_1108549_ASDW12T**A5A_052720210252478_3501887,No,ASDW12T..A5A
2300537,Asko,DBI663*,,,Standard,,,,,,,,235,307.0,23.0,3.2,5.0,36.0,No,,,,,08/01/2017,07/19/2017,"United States, Canada",ES_0031672_DBI663*_07252017033545_70137149,Yes,DBI663.
2300539,Asko,DBI664*,,,Standard,,,,,,,,235,307.0,23.0,3.2,5.0,36.0,No,,,,,08/01/2017,07/19/2017,"United States, Canada",ES_0031672_DBI664*_07252017033545_70137149,Yes,DBI664.
2300541,Asko,DBI675*,,,Standard,,,,,,,,235,307.0,23.0,3.2,5.0,36.0,No,,,,,08/01/2017,07/19/2017,"United States, Canada",ES_0031672_DBI675*_07252017033545_70137149,Yes,DBI675.
2300538,Asko,DFI663*,,,Standard,,,,,,,,235,307.0,23.0,3.2,5.0,36.0,No,,,,,08/01/2017,07/19/2017,"United States, Canada",ES_0031672_DFI663*_07252017033545_70137149,Yes,DFI663.
2300540,Asko,DFI664*,,,Standard,,,,,,,,235,307.0,23.0,3.2,5.0,36.0,No,,,,,08/01/2017,07/19/2017,"United States, Canada",ES_0031672_DFI664*_07252017033545_70137149,Yes,DFI664.
2300542,Asko,DFI675*,,,Standard,,,,,,,,235,307.0,23.0,3.2,5.0,36.0,No,,,,,08/01/2017,07/19/2017,"United States, Canada",ES_0031672_DFI675*_07252017033545_70137149,Yes,DFI675.
2309487,Asko,DOD651*,,,Standard,,,,,,,,235,307.0,23.0,3.5,5.0,30.0,No,,,,,04/01/2018,01/23/2018,"United States, Canada",ES_1123023_DOD651*_01242018024337_70171748,No,DOD651.
2320376,Beko,DDT36430***,,8690842207389; 8690842207396,Standard,,,,,,,,225,307.0,27.0,2.36,5.0,53.0,No,,,,,08/01/2018,05/23/2018,"United States, Canada",ES_1036108_DDT36430***_05232018170639_5199291,Yes,DDT36430...
2308254,Beko,DDT38530** WS,,8690842175817,Standard,,,,,,,,256,307.0,17.0,3.0,5.0,40.0,No,,,,,12/29/2017,12/20/2017,"United States, Canada",ES_1036108_DDT38530** WS_12222017173816_4296949,No,DDT38530.. WS
2310612,Beko,DDT39432***,, 8690842181641;8690842176517; 8690842189265,Standard,,,,,,,,225,307.0,27.0,2.37,5.0,53.0,No,,,,,03/26/2018,02/13/2018,"United States, Canada",ES_1036108_DDT39432***_02132018200117_2077101,Yes,DDT39432...
2308286,Beko,DIT38530,,8690842175800,Standard,,,,,,,,225,307.0,27.0,2.36,5.0,53.0,No,,,,,12/29/2017,12/20/2017,"United States, Canada",ES_1036108_DIT38530_12222017203327_4807273,Yes,DIT38530
2310613,Beko,DIT39432,,8690842176067,Standard,,,,,,,,225,307.0,27.0,2.37,5.0,53.0,No,,,,,03/26/2018,02/13/2018,"United States, Canada",ES_1036108_DIT39432_02132018200156_2116091,Yes,DIT39432
2333480,Beko,DUT36420***,",DUT36420W,; ,DUT36420X,",8690842243516;8690842243523,Standard,,,,,,,,234,307.0,24.0,2.66,5.0,47.0,No,,,,,04/01/2019,02/13/2019,"United States, Canada",ES_1036108_DUT36420***_02132019203623_0183597,Yes,DUT36420...
2308319,Blomberg,DW 52600 ****,, 8690842175367;8690842175466; 8690842175435,Standard,,,,,,,,234,307.0,24.0,2.66,5.0,47.0,No,,,,,11/15/2017,12/20/2017,"United States, Canada",ES_1036108_DW 52600 ****_12222017221332_0812934,Yes,DW 52600 ....
2308226,Blomberg,DWT 51600 ***WS,,8690842177392,Standard,,,,,,,,260,307.0,15.0,3.3,5.0,34.0,No,,,,,11/15/2017,12/20/2017,"United States, Canada",ES_1036108_DWT 51600 ***WS_12212017211523_0923781,No,DWT 51600 ...WS
2320374,Blomberg,DWT 71600 ****,,8690842197574; 8690842197550,Standard,,,,,,,,234,307.0,24.0,2.66,5.0,47.0,No,,,,,08/01/2018,05/23/2018,"United States, Canada",ES_1036108_DWT 71600 ****_05232018165312_4392395,Yes,DWT 71600 ....
2308255,Blomberg,DWT 81800 ***WS,,8690842172250,Standard,,,,,,,,256,307.0,17.0,3.0,5.0,40.0,No,,,,,12/29/2017,12/20/2017,"United States, Canada",ES_1036108_DWT 81800 ***WS_12222017173055_3855784,No,DWT 81800 ...WS
2372126,Bosch,SGE53B5*UC,,825225962410;825225964742;825225964759,Standard,,,,,,,,269,307.0,12.0,3.5,5.0,30.0,Yes,,,,,01/20/2021,12/10/2020,"United States, Canada",ES_31649_SGE53B5*UC_12102020114527_6435510,No,SGE53B5.UC
2372129,Bosch,SGE78B5*UC,,825225964766,Standard,,,,,,,,269,307.0,12.0,3.5,5.0,30.0,Yes,,,,,01/20/2021,01/18/2021,"United States, Canada",ES_31649_SGE78B5*UC_01182021133727_849726,No,SGE78B5.UC
2372127,Bosch,SGV43B5*UC,,825225964773,Standard,,,,,,,,269,307.0,12.0,3.5,5.0,30.0,Yes,,,,,01/20/2021,01/18/2021,"United States, Canada",ES_31649_SGV43B53UC_12102020114527_9255182,No,SGV43B5.UC
2372130,Bosch,SGV78B5*UC,,825225964780,Standard,,,,,,,,269,307.0,12.0,3.5,5.0,30.0,Yes,,,,,01/20/2021,01/18/2021,"United States, Canada",ES_31649_SGV78B5*UC_01182021133727_2084146,No,SGV78B5.UC
2372128,Bosch,SGX78B5*UC,,825225961949,Standard,,,,,,,,269,307.0,12.0,3.5,5.0,30.0,Yes,,,,,01/20/2021,12/10/2020,"United States, Canada",ES_31649_SGX78B5*UC_01182021133727_5759088,No,SGX78B5.UC
2251522,Bosch,SHE3ARB***,,825225921882,Standard,,,,,,,,269,307.0,12.0,3.2,5.0,36.0,No,,,,,04/15/2011,12/31/2014,"United States, Canada",ES_31649_SHE3ARB***_10282015181755_3489801,No,SHE3ARB...
2248712,Bosch,SHE3ARL*UC,,825225899075;825225899082;825225899099,Standard,,,,,,,,269,307.0,12.0,3.2,5.0,36.0,No,,,,,04/15/2011,12/31/2014,"United States, Canada",ES_31649_SHE3ARL*UC_12312014123445_1521875,No,SHE3ARL.UC
2248740,Bosch,SHE4AV5***,,825225917748;825225917755;825225917885,Standard,,,,,,,,269,307.0,12.0,3.2,5.0,36.0,No,,,,,04/15/2015,01/29/2015,"United States, Canada",ES_31649_SHE4AV5***_01292015104401_8391839,No,SHE4AV5...
2399296,Bosch,SHE53B75UC,,825225968733,Standard,,,,,,,,269,307.0,12.0,3.5,5.0,30.0,Yes,,,,,05/27/2022,12/10/2020,"United States, Canada",ES_31649_SHE53B75UC_06232022092438_7920190,No,SHE53B75UC
2508275,Comfee,C*14EFSBK1RCM,",,* could be A-Z, a-z, 0-9, - or blank",687636002310;687636004796,Standard,23.9,24.5,14.0,Yes,Stainless Steel,Heated Dry,None,240,307.0,22.0,3.2,5.0,36.0,No,,,,,05/18/2023,06/13/2023,Canada,ES_1030337_C*14EFSBK1RCM_061320230555182_3658242,Yes,C.14EFSBK1RCM
2400650,Comfee,CDC21B12***,,687636006110,Compact,,,,,,,,203,,,3.1,,,No,,,,,08/17/2022,08/16/2022,Canada,ES_1030337_CDC21B12***_08252022090002_80137459,No,CDC21B12...
2360848,Comfee,CS14EFSBK1RCM,,687636002310,Standard,,,,,,,,249,307.0,19.0,3.5,5.0,30.0,No,,,,,06/01/2020,05/27/2020,"United States, Canada",ES_1030337_CS14EFSBK1RCM_05272020190852_6532321,No,CS14EFSBK1RCM
2394264,Comfee,CW14EFSBK1RCM,,687636004796,Standard,,,,,,,,249,307.0,19.0,3.5,5.0,30.0,No,,,,,04/01/2022,03/31/2022,Canada,ES_1030337_CW14EFSBK1RCM_032820222106720_1139268,No,CW14EFSBK1RCM
2472612,COSMO,COS-DIS6502,,854115007399,Standard,23.9,24.5,8.0,Yes,Stainless Steel,Heated Dry,None,240,307.0,22.0,3.2,5.0,36.0,No,,,,,04/10/2023,05/04/2023,United States,ES_1141090_COS-DIS6502_050420230710809_2817847,Yes,COS-DIS6502
2254110,Crosley,CDB900***B,,012505113680,Standard,,,,,,,,230,307.0,25.0,3.03,5.0,39.0,No,,,,,01/29/2016,12/02/2015,United States,ES_92264_CDB900***B_12022015162859_3739558,No,CDB900...B
2270697,Crosley,CDBEH600***A,,012505115011; 012505115035; 012505115028,Standard,,,,,,,,261,307.0,15.0,3.31,5.0,34.0,No,,,,,08/04/2016,06/24/2016,United States,ES_92264_CDBEH600***A_06242016175610_0970450,No,CDBEH600...A
2306342,Crosley,CDBEH960***A,,012505115561; 012505115578,Standard,,,,,,,,256,307.0,17.0,3.07,5.0,39.0,No,,,,,10/31/2017,10/17/2017,"United States, Canada",ES_92264_CDBEH960***A_11132017134803_0883835,No,CDBEH960...A
2485665,Crosley,CDMH2450**,",,Remark: * could be A-Z, a-z, 0-9, - or blank",850029962861;850029962878;856284006876,Standard,23.9,24.5,8.0,Yes,Stainless Steel,Heated Dry,None,240,307.0,22.0,3.2,5.0,36.0,No,,,,,04/01/2023,05/16/2023,United States,ES_92264_CDMH2450**_05162023081256_9583268,Yes,CDMH2450..
2507597,Crosley,CDPM1204**,,850029962571;850029962588;850029962595,Standard,23.5,23.6,10.0,Yes,Stainless Steel,Air Dry,None,240,307.0,22.0,3.2,5.0,36.0,No,,,,,04/01/2023,04/14/2023,"United States, Canada",ES_0092264_CDPM1204**_05292023110806_80164647,Yes,CDPM1204..
2408942,Cyclone,CD18M566UP,,671519385607,Standard,17.6,22.6,8.0,Yes,Stainless Steel,Heated Dry,None,234,307.0,24.0,3.1,5.0,38.0,No,,,,,02/01/2023,02/24/2023,"United States, Canada",ES_1138523_CD18M566UP_022420230255298_5403636,Yes,CD18M566UP
2408941,Cyclone,CD18P585FC,,671519385805,Standard,17.6,22.6,8.0,Yes,Stainless Steel,Heated Dry,None,234,307.0,24.0,3.1,5.0,38.0,No,,,,,02/01/2023,02/24/2023,"United States, Canada",ES_1138523_CD18P585FC_022420230255748_7465418,Yes,CD18P585FC
2292671,Dacor,DDW24M*****,,887276215228,Standard,,,,,,,,239,307.0,22.0,3.2,5.0,36.0,No,,,,,03/24/2017,03/15/2017,"United States, Canada",ES_1016518_DDW24M*****_03192017063849_6666666,Yes,DDW24M.....
2409714,Dacor,DDW24M*****,,887276215211;887276215228,Standard,23.5,23.6,12.0,Yes,Stainless Steel,Automatic Door Release,"Top Controls,Cycle Status Lights,Third Rack",239,307.0,22.0,3.2,5.0,36.0,No,,,,,03/24/2017,02/26/2023,"United States, Canada",ES_1023593_DDW24M*****3_03062023133133_80157955,Yes,DDW24M.....
2292670,Dacor,DDW24T*****,,887276215242,Standard,,,,,,,,239,307.0,22.0,3.2,5.0,36.0,No,,,,,03/24/2017,03/15/2017,"United States, Canada",ES_1016518_DDW24T*****_03192017063849_6666666,Yes,DDW24T.....
2409713,Dacor,DDW24T*****,,887276215242,Standard,23.5,23.6,12.0,Yes,Stainless Steel,Automatic Door Release,"Top Controls,Cycle Status Lights,Third Rack",239,307.0,22.0,3.2,5.0,36.0,No,,,,,03/24/2017,02/26/2023,"United States, Canada",ES_1023593_DDW24T*****3_03062023133133_80157955,Yes,DDW24T.....
2404556,Dacor,DDW24U999AP,,887276717890,Standard,23.5,22.5,12.0,Yes,Stainless Steel,"Automatic Door Release,Heated Dry","Top Controls,Cycle Status Lights,Third Rack",239,307.0,22.0,3.2,5.0,36.0,No,,,,,01/13/2023,11/15/2022,"United States, Canada",ES_1016518_DDW24U999AP_11152022020921_80147377,Yes,DDW24U999AP
2401853,FARBERWARE,FDW04EZWAQ,,815658026605,Compact,,,,,,,,203,,,3.1,,,No,,,,,09/25/2022,09/20/2022,"United States, Canada",ES_1143080_FDW04EZWAQ_09222022105747_80142539,No,FDW04EZWAQ
2401852,FARBERWARE,FDW04EZWWH,,815658026551,Compact,,,,,,,,203,,,3.1,,,No,,,,,09/25/2022,09/20/2022,"United States, Canada",ES_1143080_FDW04EZWWH_09222022105747_80142539,No,FDW04EZWWH
2376151,FINLUX,ULAZB72A3R53I00,,8698902061292,Standard,,,,,,,,260,307.0,15.0,3.4,5.0,32.0,No,,,,,04/16/2021,04/15/2021,Canada,ES_142648_ULAZB72A3R53I00_040720212316440_9969654,No,ULAZB72A3R53I00
2397887,FINLUX,ULAZB72B3R42D00,,8698902064484,Standard,,,,,,,,260,307.0,15.0,3.4,5.0,32.0,No,,,,,07/15/2022,06/23/2022,Canada,ES_142648_ULAZB72B3R42D00_062220221448882_7502047,No,ULAZB72B3R42D00
2397886,FINLUX,ULAZB72B3R42I00,,8698902064439,Standard,,,,,,,,260,307.0,15.0,3.4,5.0,32.0,No,,,,,07/15/2022,06/23/2022,Canada,ES_142648_ULAZB72B3R42I00_062220221448437_3931630,No,ULAZB72B3R42I00
2376152,FINLUX,ULVYA52P53W00,,8698902061285,Standard,,,,,,,,260,307.0,15.0,3.4,5.0,32.0,No,,,,,04/16/2021,04/15/2021,Canada,ES_142648_ULVYA52P53W00_040720212316790_3919336,No,ULVYA52P53W00
2397885,FINLUX,ULVYB62B3V42D00,,8698902066709,Standard,,,,,,,,260,307.0,15.0,3.4,5.0,32.0,No,,,,,07/15/2022,06/23/2022,Canada,ES_142648_ULVYB62B3V42D00_062220221448233_2501509,No,ULVYB62B3V42D00
2397888,FINLUX,ULVYB62B3V42S00,,8698902066693,Standard,,,,,,,,260,307.0,15.0,3.4,5.0,32.0,No,,,,,07/15/2022,06/23/2022,Canada,ES_142648_ULVYB62B3V42S00_062220221448775_3466141,No,ULVYB62B3V42S00
2397884,FINLUX,ULVYB62B3V42W00,,8698902066563,Standard,,,,,,,,260,307.0,15.0,3.4,5.0,32.0,No,,,,,07/15/2022,06/23/2022,Canada,ES_142648_ULVYB62B3V42W00_062220221448284_8428318,No,ULVYB62B3V42W00
2300844,Fisher & Paykel,DD24DI9,",,Integrated Dishdrawer",822843812189,Standard,,,,,,,,263,307.0,14.0,3.28,5.0,34.0,No,,,,,10/16/2017,07/25/2017,"United States, Canada",ES_31708_81218_07282017144112_2872962,No,DD24DI9
2274364,Fisher & Paykel,DD24SCHT*9,,822843810987,Compact,,,,,,,,153,,,1.96,,,No,,,,,08/04/2016,08/05/2016,"United States, Canada",ES_31708_DD24SCHT*9_08082016151737_9457147,No,DD24SCHT.9
2485657,Forno,FDWBI8067-24S,,686136980074,Standard,23.9,24.5,8.0,Yes,Stainless Steel,Heated Dry,None,240,307.0,22.0,3.2,5.0,36.0,No,,,,,04/01/2023,05/16/2023,"United States, Canada",ES_1142511_FDWBI8067-24S_051620230707272_3621724,Yes,FDWBI8067-24S
2382848,FORTE,F18DWS450PR,,810076230665,Standard,,,,,,,,234,307.0,24.0,3.1,5.0,38.0,No,,,,,08/01/2021,08/03/2021,United States,ES_1145965_F18DWS450PR_072520210546478_5437338,No,F18DWS450PR
2382849,FORTE,F24DWS450PR,,810076230672,Standard,,,,,,,,234,307.0,24.0,3.5,5.0,30.0,No,,,,,08/01/2021,08/03/2021,United States,ES_1145965_F24DWS450PR_080320211359759_5584949,No,F24DWS450PR
2378313,FORZA,FD24DI,,8054383969227,Standard,,,,,,,,249,307.0,19.0,3.5,5.0,30.0,No,,,,,06/01/2021,05/13/2021,United States,FD24DI,No,FD24DI
2348604,Frigidaire,FDSH450L***A,,012505116001,Standard,,,,,,,,270,307.0,12.0,3.5,5.0,30.0,No,,,,,12/02/2019,10/16/2019,"United States, Canada",ES_1021080_FDSH450L***A_10162019192100_3660588,No,FDSH450L...A
2453141,Frigidaire,FFBD1831UB,,012505115752,Standard,17.6,22.6,8.0,Yes,Stainless Steel,Heated Dry,None,240,307.0,22.0,3.2,5.0,36.0,No,,,,,03/01/2023,04/11/2023,"United States, Canada",ES_1021080_FFBD1831UB_041120230257234_1224583,Yes,FFBD1831UB
2453140,Frigidaire,FFBD1831US,,012505115738,Standard,17.6,22.6,8.0,Yes,Stainless Steel,Heated Dry,None,240,307.0,22.0,3.2,5.0,36.0,No,,,,,03/01/2023,04/11/2023,"United States, Canada",ES_1021080_FFBD1831US_041120230257159_6940314,Yes,FFBD1831US
2453139,Frigidaire,FFBD1831UW,,012505115745,Standard,17.6,22.6,8.0,Yes,Stainless Steel,Heated Dry,None,240,307.0,22.0,3.2,5.0,36.0,No,,,,,03/01/2023,04/11/2023,"United States, Canada",ES_1021080_FFBD1831UW_041120230257388_9664158,Yes,FFBD1831UW
2453142,Frigidaire,FFBD2420UB,,012505115721,Standard,23.5,22.6,8.0,Yes,Stainless Steel,Heated Dry,Self-Cleaning Filter,240,307.0,22.0,3.2,5.0,36.0,No,,,,,03/01/2023,04/11/2023,"United States, Canada",ES_1021080_FFBD2420UB_041120230252482_4608500,Yes,FFBD2420UB
2453143,Frigidaire,FFBD2420US,,012505115707,Standard,23.5,22.6,8.0,Yes,Stainless Steel,Heated Dry,Self-Cleaning Filter,240,307.0,22.0,3.2,5.0,36.0,No,,,,,03/01/2023,04/11/2023,"United States, Canada",ES_1021080_FFBD2420US_041120230253316_5011697,Yes,FFBD2420US
2453144,Frigidaire,FFBD2420UW,,012505115714,Standard,23.5,22.6,8.0,Yes,Stainless Steel,Heated Dry,Self-Cleaning Filter,240,307.0,22.0,3.2,5.0,36.0,No,,,,,03/01/2023,04/11/2023,"United States, Canada",ES_1021080_FFBD2420UW_041120230253683_5808583,Yes,FFBD2420UW
2346262,Frigidaire,FFID2459***A,,012505115783,Standard,,,,,,,,270,307.0,12.0,3.5,5.0,30.0,No,,,,,03/01/2019,09/12/2019,"United States, Canada",ES_1021080_FFID2459***A_09122019174750_0470651,No,FFID2459...A
2270693,Frigidaire,FGCD2444***A,, 012505114922; 012505114908; 012505114915;012505114892,Standard,,,,,,,,268,307.0,13.0,3.33,5.0,33.0,No,,,,,08/04/2016,06/24/2016,"United States, Canada",ES_1021080_FGCD2444***A_06242016175731_1051719,No,FGCD2444...A
2324762,Frigidaire,FGID2476***B,,012505115639,Standard,,,,,,,,270,307.0,12.0,3.5,5.0,30.0,No,,,,,08/12/2018,08/13/2018,"United States, Canada",ES_1021080_FGID2476***B_08222018163128_5488540,No,FGID2476...B
2314531,Frigidaire,LFCD2418***A,,012505115400,Standard,,,,,,,,270,307.0,12.0,3.5,5.0,30.0,No,,,,,07/01/2018,03/27/2018,"United States, Canada",ES_1021080_LFCD2418***A_03272018152714_4434688,No,LFCD2418...A
2346263,Frigidaire,LFID2459***A,,012505115851,Standard,,,,,,,,270,307.0,12.0,3.5,5.0,30.0,No,,,,,03/01/2019,09/12/2019,"United States, Canada",ES_1021080_LFID2459***A_09122019174821_0501755,No,LFID2459...A
2368681,GE,GBP420S*P**,,067732155682,Standard,,,,,,,,234,307.0,24.0,3.5,5.0,30.0,No,,,,,10/16/2020,10/26/2020,Canada,ES_92277_GBP420S*P**_10262020153223_6343191,No,GBP420S.P..
2368682,GE,GBP534S*P**,,067732155699; 067732155491,Standard,,,,,,,,234,307.0,24.0,3.5,5.0,30.0,No,,,,,10/16/2020,10/26/2020,Canada,ES_92277_GBP534S*P**_10262020153324_6404142,No,GBP534S.P..
2368683,GE,GBP655S*P**,,067732155538; 067732155545,Standard,,,,,,,,265,307.0,14.0,3.2,5.0,36.0,No,,,,,10/16/2020,10/26/2020,Canada,ES_92277_GBP655S*P**_10262020170925_2165546,No,GBP655S.P..
2368684,GE,GBT640S*P**,,067732155507;067732155521;067732155514,Standard,,,,,,,,265,307.0,14.0,3.5,5.0,30.0,No,,,,,10/16/2020,10/26/2020,Canada,ES_92277_GBT640S*P**_10262020171246_2366842,No,GBT640S.P..
2269820,GE,GBT76***K***,,067732152728,Standard,,,,,,,,240,307.0,22.0,3.5,5.0,30.0,No,,,,,06/03/2016,06/15/2016,Canada,ES_1123206_GBT76***K***_06162016065410_0050067,No,GBT76...K...
2257788,GE,GDF61***K***,, 67732152599;67732152582,Standard,,,,,,,,249,307.0,19.0,3.5,5.0,30.0,No,,,,,01/27/2016,02/03/2016,Canada,ES_1123206_GDF61***K***_02032016174336_1416538,No,GDF61...K...
2257789,GE,GDF63***K***,, 067732152629; 067732152605;067732152612; 067732152711,Standard,,,,,,,,249,307.0,19.0,3.5,5.0,30.0,No,,,,,01/27/2016,02/03/2016,Canada,ES_1123206_GDF63***K***_02032016174153_1313921,No,GDF63...K...
2394288,GE Adora,DBP655**T***,",,Remark: * can be A-Z, a-z, 0-9, - or blank.",818502001094,Standard,,,,,,,,265,307.0,14.0,3.2,5.0,36.0,No,,,,,04/01/2022,07/28/2022,Canada,ES_1130609_DBP655S**T***_032820222106728_2188138,No,DBP655..T...
2375937,FULGOR MILANO,F4DWS18FI1,,801980102757,Standard,,,,,,,,250,307.0,19.0,3.2,5.0,36.0,No,,,,,04/01/2021,04/08/2021,United States,ES_1136869_F4DWS18FI1_03262021081717_7975786,No,F4DWS18FI1
2375939,FULGOR MILANO,F4DWS24FI1,,801980102758,Standard,,,,,,,,260,307.0,15.0,3.4,5.0,32.0,No,,,,,04/01/2021,04/08/2021,United States,ES_1136869_F4DWS24FI1_032620210817211_5014104,No,F4DWS24FI1
2375938,FULGOR MILANO,F4DWT24DS1,,801980102760,Standard,,,,,,,,260,307.0,15.0,3.4,5.0,32.0,No,,,,,04/01/2021,04/08/2021,United States,ES_1136869_F4DWT24DS1_032620210817651_2396593,No,F4DWT24DS1
2375940,FULGOR MILANO,F4DWT24FI1,,801980102759,Standard,,,,,,,,260,307.0,15.0,3.4,5.0,32.0,No,,,,,04/01/2021,04/08/2021,United States,ES_1136869_F4DWT24FI1_032620210817368_8770399,No,F4DWT24FI1
2375941,FULGOR MILANO,F4DWT24SS1,,801980102761,Standard,,,,,,,,260,307.0,15.0,3.4,5.0,32.0,No,,,,,04/01/2021,04/08/2021,United States,ES_1136869_F4DWT24SS1_032620210817855_6842505,No,F4DWT24SS1
2372121,Gaggenau,DF210700*,,825225963660,Standard,,,,,,,,269,307.0,12.0,3.5,5.0,30.0,Yes,,,,,01/15/2020,01/18/2021,"United States, Canada",ES_31649_DF210700*_12102020081947_4839136,No,DF210700.
